ID	Title	Date	Post Type	Categories	Tags	Permalink	Content	Author	Author Email	Custom Fields
81	Day 17	September 18, 2010	post	Creative Pact 2010,		http://www.adamtindale.com/blog/creativepact2010/81/	Today is a simple patch that does a spectral lissajous plot. Enjoy!<a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0117.tif"><img class="alignnone size-full wp-image-82" title="screen-0117" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0117.tif" alt="" width="576" height="384" /></a><a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0218.tif"><img class="alignnone size-full wp-image-83" title="screen-0218" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0218.tif" alt="" width="576" height="384" /></a><hr><pre>import javax.media.opengl.*;import processing.opengl.*;import ddf.minim.*;import ddf.minim.analysis.*;Minim minim;AudioInput input;FFT fft;void setup(){  size(720,480,OPENGL);   hint(ENABLE_OPENGL_4X_SMOOTH);      minim = new Minim(this);   input = minim.getLineIn(Minim.STEREO);  fft = new FFT(input.bufferSize(), input.sampleRate() );  fft.linAverages(10);  background(0);    strokeWeight(0.1);}void draw(){  fft.forward(input.mix);    noStroke();  fill(0,19);  rect(0,0,width,height);    stroke(255);  translate(width/2,height/2);  beginShape();  for (int i = 0 ; i < fft.avgSize(); i++)  {      vertex(sin (fft.getBand(i) * i/fft.avgSize()) * width/2 , cos(fft.getBand(i) * i/fft.avgSize()) * height/2 );  }    endShape();  println(fft.avgSize() );}void stop(){    input.close();  minim.stop();  super.stop();}void keyPressed(){ if (key == ' ')  saveFrame(); }</pre>	adamtindale	adamrtindale@gmail.com	_edit_lock  => 1284781620,_edit_last  => 1,_wp_old_slug  => ,
84	Day 18	September 18, 2010	post	Creative Pact 2010,		http://www.adamtindale.com/blog/creativepact2010/84/	Today I messed around with some simple spectral displays and trying other parts of the Processing API. I have added curveVertex to my bag of tricks. This patch has two curvy lissajous spectral displays rotating in contrary motion and a set of bars representing linear spectral averages.This was the first time I put some more interaction into a sketch. I have a key that changes the mode of the layering. I have been working on things and discovering stuff that I like about a sketch but often it goes away when I make the final thing that I like most. So, I made a little mistake in the process and kept it as an option by pressing the d key.I still have to look into waterfall plots and buffering. Maybe tomorrow.<a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0581.tif"><img class="alignnone size-full wp-image-85" title="screen-0581" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0581.tif" alt="" width="576" height="384" /></a><a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0786.tif"><img class="alignnone size-full wp-image-86" title="screen-0786" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0786.tif" alt="" width="576" height="384" /></a><hr /><pre>import ddf.minim.*;import ddf.minim.analysis.*;Minim minim;AudioInput input;FFT fft;boolean darkness = false;int r;void setup(){  size(720,480,P2D);  smooth();  minim = new Minim(this);  input = minim.getLineIn(Minim.STEREO);  fft = new FFT(input.bufferSize(), input.sampleRate() );  fft.linAverages(10);  background(0);}void draw(){  fft.forward(input.mix);  noStroke();  fill(0,19);  rect(0,0,width,height);  stroke(input.mix.level() * 255);  strokeWeight(.1);  pushMatrix();  translate(width/4,height/4);  rotate(PI - (float)r/100);  beginShape();  for (int i = 0 ; i &lt; fft.avgSize(); i++)  {      fill( fft.getBand(i) * 255 , 40);      curveVertex(sin ( (float)i/fft.avgSize() * 2 *TWO_PI) *fft.getBand(i)  * width/2 , cos( (float)i/fft.avgSize() * 2 * TWO_PI) * fft.getBand(i)  * height/2  );  }  endShape(CLOSE);  popMatrix();  pushMatrix();  translate(width/4*3,height/4*3);  rotate(PI + (float)r++/100);  beginShape();  for (int i = 0 ; i &lt; fft.avgSize(); i++)  {      fill( fft.getBand(i) * 255 , 40);      curveVertex(sin ( (float)i/fft.avgSize() * 2 *TWO_PI) *fft.getBand(i)  * width/2 , cos( (float)i/fft.avgSize() * 2 * TWO_PI) * fft.getBand(i)  * height/2  );  }  endShape(CLOSE);  popMatrix();  int spacing = width / fft.avgSize();  if (!darkness)    stroke(180);  for (int i = 0 ; i &lt; fft.avgSize(); i++)  {     strokeWeight(fft.getBand(i) * 50);     line( spacing * i + spacing/2, 0, spacing * i + spacing/2, height);  }}void stop(){  input.close();  minim.stop();  super.stop();}void keyPressed(){ if (key == ' ')  saveFrame();  if (key == 'd' | key == 'D' )  darkness = !darkness;}</pre>	adamtindale	adamrtindale@gmail.com	_edit_last  => 1,_edit_lock  => 1284854124,_wp_old_slug  => ,
88	Day 19	September 19, 2010	post	Creative Pact 2010,		http://www.adamtindale.com/blog/creativepact2010/88/	I was hoping to have some success with ArrayLists today but I didn't. I finally have the waterfall code down but it goes backwards from past to present instead of present to past. It looks kinda neat this way, though. I also added colour! For me,  working in HSB seems to be more closely related to my headspace than RGB, so if I need colour I am going to stick to that for now.This sketch uses linear averages of FFT which are really easy to compute and set up but the result is less than pleasing. I think tomorrow I will play with the log function and see if I can get something a little closer to what I think it should look like.<a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0090.tif"><img class="alignnone size-full wp-image-89" title="screen-0090" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0090.tif" alt="" width="576" height="384" /></a><a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0841.tif"><img class="alignnone size-full wp-image-90" title="screen-0841" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0841.tif" alt="" width="576" height="384" /></a><hr><pre>import ddf.minim.*;import ddf.minim.analysis.*;import javax.media.opengl.*;import processing.opengl.*;Minim minim;AudioInput input;FFT fft;float[][] spectra;int pointer;void setup(){    size(720,480,OPENGL);   hint(ENABLE_OPENGL_4X_SMOOTH);  smooth();  minim = new Minim(this);   input = minim.getLineIn(Minim.STEREO);  fft = new FFT(input.bufferSize(), input.sampleRate() );     fft.linAverages(10);    spectra = new float[50][fft.avgSize()];    colorMode(HSB,1000);}void draw(){  camera(width/2.0, height/10.0, (height/2.0) / tan(PI*60.0 / 360.0), width/2.0, height/2.0, 0, 0, 1, 0);    fft.forward(input.mix);    for (int i = 0 ; i < fft.avgSize() ; i++)    spectra[ pointer ][i] = fft.getAvg(i);    background(0);    noFill();    translate(0,height - 100);    for ( int q = 1 ; q <= 50 ; q++)  {      stroke(200,1000 - (q*20), 1000 - (q*20) );      beginShape();    for (int i = 0 ; i < fft.avgSize() ; i++)      curveVertex(i * (float)width/10 , spectra[ (pointer+q) % 50 ][i] * height );    endShape();      translate(0,0, -200);  }    pointer = (pointer + 1) % 50;}void keyPressed(){  if (key == ' ')    saveFrame(); }</pre>	adamtindale	adamrtindale@gmail.com	_edit_lock  => 1285127624,_edit_last  => 1,_wp_old_slug  => ,
91	Day 20	September 21, 2010	post	Creative Pact 2010,		http://www.adamtindale.com/blog/creativepact2010/91/	Today I was so close to not making something but then I looked into logarithmic scales in FFTs and it was very easy to adapt yesterday's code. I played a little bit more with the camera in OPENGL. Who knows what tomorrow will bring.<a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0659.tif"><img class="alignnone size-full wp-image-92" title="screen-0659" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0659.tif" alt="" width="576" height="384" /></a><a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0948.tif"><img class="alignnone size-full wp-image-93" title="screen-0948" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0948.tif" alt="" width="576" height="384" /></a><hr /><pre>import ddf.minim.*;import ddf.minim.analysis.*;import javax.media.opengl.*;import processing.opengl.*;Minim minim;AudioInput input;FFT fft;float[][] spectra;int pointer;int r;void setup(){  size(720,480,OPENGL);  hint(ENABLE_OPENGL_4X_SMOOTH);  smooth();  minim = new Minim(this);  input = minim.getLineIn(Minim.STEREO);  fft = new FFT(input.bufferSize(), input.sampleRate() );   fft.logAverages(22, 2);  spectra = new float[50][fft.avgSize()];  colorMode(HSB,1000);}void draw(){  camera(width/2.0, height/10.0 + cos (r++/TWO_PI)*100, (height/2.0) / tan(PI*60.0 / 360.0) , width/2.0, height/2.0, 0,    0, 1, 0);  fft.forward(input.mix);  for (int i = 0 ; i &lt; fft.avgSize() ; i++)    spectra[ pointer ][i] = fft.getAvg(i);  background(0);  noFill();  translate(0,height - 100);  for ( int q = 1 ; q &lt;= 50 ; q++)  {    stroke(200,1000 - (q*20), 1000 - (q*20) );      beginShape();    for (int i = 0 ; i &lt; fft.avgSize() ; i++)      curveVertex(i * (float)width/fft.avgSize() , spectra[ (pointer+q) % 50 ][i] * height );    endShape();    translate(0,0, -200);  }  pointer = (pointer + 1) % 50;}void keyPressed(){  if (key == ' ')    saveFrame();}</pre>	adamtindale	adamrtindale@gmail.com	_edit_lock  => 1285033218,_edit_last  => 1,_wp_old_slug  => ,
94	Day 21	September 22, 2010	post	Creative Pact 2010,		http://www.adamtindale.com/blog/creativepact2010/94/	No sound today. I was thinking of making something that might look like a <a href="http://en.wikipedia.org/wiki/Shepard_tone">Shepard's Tone</a> and I came up with this simple idea of a complex polygon that expands outwards into the viewer. I got it going and then I thought it would be cool for it to be endless. I will have to think how I can do that practically. I have a feeling it will borrow some waterfall code and test to see if vertices are out of visual range and then put them back into the pile. I think I will need to sleep on that one.<a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0152.tif"><img class="alignnone size-full wp-image-95" title="screen-0152" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0152.tif" alt="" width="576" height="384" /></a><a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-2772.tif"><img class="alignnone size-full wp-image-96" title="screen-2772" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-2772.tif" alt="" width="576" height="384" /></a><hr /><pre>import javax.media.opengl.*;import processing.opengl.*;int r;int numberoflines = 9000;float[] x = new float [numberoflines];float[] y = new float [numberoflines];float[] z = new float [numberoflines];void setup(){  size(720,480, OPENGL);  hint(ENABLE_OPENGL_4X_SMOOTH);  smooth();  fill(240,30);  stroke(240,30);  for (int i = 0 ; i &lt; numberoflines ; i++)  {    x[i] = random(-width/2, width/2);    y[i] = random(-height/2, height/2);    z[i] = random(0,100);  }}void draw(){  background(0);  translate(width/2, height/2,-500);  rotate((float)r++/500);  rotateY((float)r++/500); // comment out this line for better motion  noFill();  strokeWeight(4);  beginShape();  for (int i = 0; i &lt; x.length; i++)  {    vertex( x[i], y[i], z[i]);  }  endShape();   for (int i = 0; i &lt; x.length; i++)  {    x[i] += random(-1,1);    y[i] += random(-1,1);    z[i] += random(-1,1);    z[i] += random( (float) i * .001);  }}void mouseClicked(){  saveFrame();}</pre>	adamtindale	adamrtindale@gmail.com	_edit_last  => 1,_edit_lock  => 1285127517,_wp_old_slug  => ,
97	Day 22	September 23, 2010	post	Creative Pact 2010,		http://www.adamtindale.com/blog/creativepact2010/97/	Today I had an idea to see if I could kaleidoscope an image or make a mirror. This was something I was thinking of as a way to illustrate mono signals and then I could modify the images as the signals diverged. I played around with rotating a bit and then remembered that it could get ugly and convoluted so I did a bit of googling and the Processing forums showed a gem: scale(). I can set the scale to negative values in either the x or y dimension (or z if you want to get crazy) and then move the image accordingly and all is fine.I set up minim to blend a noise image into my scene if there is an onset and then I played around with rotating boxes again. Look, it isn't black and white!<a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0294.tif"><img class="alignnone size-full wp-image-100" title="screen-0294" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0294.tif" alt="" width="576" height="384" /></a><a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0965.tif"><img class="alignnone size-full wp-image-101" title="screen-0965" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0965.tif" alt="" width="576" height="384" /></a><hr /><pre>import ddf.minim.*;Minim minim;AudioInput in;PImage img;PGraphics graph;int r;void setup(){  size(720,480,P2D);  minim = new Minim(this);  in = minim.getLineIn(Minim.STEREO, 512);  img = createImage(width,height, ARGB);  graph = createGraphics(width/2, height, P2D);  graph.smooth();  graph.beginDraw();  graph.background( color (290, 39, 111, 80));  graph.stroke(200);  for (int i = 0 ; i &lt; 30 ; i++)    graph.line(0,0,random(graph.width/2, graph.width) , random(graph.height/2, graph.height));  graph.endDraw();   img.loadPixels();  for (int i = 0 ; i &lt; img.pixels.length ; i++)      img.pixels[i] = color( sin(random (0,TWO_PI)) *122 + 122);   img.updatePixels();   } void draw() {   background(sin((float)frameCount/20) * 20 + 20 );   image (graph,0,0);      graph.beginDraw();   graph.stroke(200);   graph.rotate(r++);   graph.rect(graph.width/2, graph.height/2, 40,40);   graph.endDraw();       pushMatrix();      scale(-1.0, 1.0);   image(graph,-width,0);   popMatrix();        if ( in.mix.level() &gt; 0.1 )     blend(img, 0,0,width,height, 0,0, width,height, DODGE);}void mouseClicked (){ saveFrame();}void stop(){  in.close();  minim.stop();  super.stop();}</pre>	adamtindale	adamrtindale@gmail.com	_edit_last  => 1,_edit_lock  => 1285208695,_wp_old_slug  => ,
102	Day 23	September 24, 2010	post	Creative Pact 2010,		http://www.adamtindale.com/blog/creativepact2010/102/	<a href="http://boxysean.com/">BoxySean</a> sent me a link to <a href="http://intervalstudios.com/superdraw/">SuperDraw</a> yesterday and I was really blown away. Then I looked at who was responsible and it made a lot of sense. So today I thought I would try and do some 3D drawing using sound levels. I originally tried to make some shapes and have them connect and then I realized I would have to come up with a smart system for stacking shapes. That might be another day. For now I have a little reactive audio drawing tool that I can expand on in the future.<a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-2262.tif"><img class="alignnone size-full wp-image-103" title="screen-2262" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-2262.tif" alt="" width="576" height="384" /></a><hr /><pre>import ddf.minim.*;  Minim minim;  AudioInput in;int r;ArrayList shapes = new ArrayList();void setup(){  size(720,480, P3D);  hint(ENABLE_OPENGL_4X_SMOOTH);  minim = new Minim(this);  in = minim.getLineIn(Minim.STEREO, 512);  shapes.add( new PVector(10,20,30) );  stroke(240,50);  fill(180,100);}void draw(){  background(0);  shapes.add ( new PVector ( in.mix.level()*width , in.mix.level()*height, 10*log(in.mix.level())  ) );  translate(width/2, height/2);  rotateY((float)r++/300);  beginShape();  for ( int i = 0 ; i &lt; shapes.size() ; i++ )  {     float[] p1 = ( (PVector)shapes.get(i) ).array();     vertex( p1[0], p1[1] ,p1[2]  );  }  endShape();}void mousePressed(){  saveFrame();}</pre>	adamtindale	adamrtindale@gmail.com	_edit_last  => 1,_edit_lock  => 1285302287,_wp_old_slug  => ,
104	Day 24	September 25, 2010	post	Creative Pact 2010,		http://www.adamtindale.com/blog/creativepact2010/104/	Got a little busy today so I made a quick sketch to see if I understood making shapes with OPENGL. I do!<a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0173.tif"><img class="alignnone size-full wp-image-105" title="screen-0173" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0173.tif" alt="" width="576" height="384" /></a><a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0484.tif"><img class="alignnone size-full wp-image-106" title="screen-0484" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0484.tif" alt="" width="576" height="384" /></a><hr /><pre>import javax.media.opengl.*;import processing.opengl.*;int jf;void setup(){  size(720,480, OPENGL);  hint(ENABLE_OPENGL_4X_SMOOTH);  fill(240,30);}void draw(){  background(0);  jf = int(random(10,50));  beginShape(TRIANGLE_FAN);  for (int i = 0; i &lt; jf; i++)    vertex( random(0,width), random(0, height), random(0,100));  endShape(); }void mouseClicked(){  saveFrame();}</pre>	adamtindale	adamrtindale@gmail.com	_edit_last  => 1,_edit_lock  => 1285384563,_wp_old_slug  => ,
107	Day 25	September 26, 2010	post	Creative Pact 2010,		http://www.adamtindale.com/blog/creativepact2010/107/	Today's sketch is a play on the random shape clusters that I seem to be gravitating towards. I used the spectral feature extraction from Day 5 so not all of the code is posted below. You can go to that post and rip the features if you like.This sketch uses a more coherent model instead of randomness. There are 20 3D boxes in the sketch that have their colour and placement changed based upon the sound coming into the sketch. It is reactive but a little too literal. I think I will try to make some mappings in the future that can take spectral centroids and do something meaningful visually. Sounds like a research project!<a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-1947.tif"><img class="alignnone size-full wp-image-108" title="screen-1947" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-1947.tif" alt="" width="576" height="384" /></a><a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-1164.tif"><img class="alignnone size-full wp-image-109" title="screen-1164" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-1164.tif" alt="" width="576" height="384" /></a><hr /><pre>import javax.media.opengl.*;import processing.opengl.*;import ddf.minim.*;import ddf.minim.analysis.*;Minim minim;AudioInput in;FFT fft;float r;float zr;float lastlevel;float[]  myspectrum;float[] features;void setup(){  size(720, 480, OPENGL);  hint( ENABLE_OPENGL_4X_SMOOTH );    minim = new Minim(this);  in = minim.getLineIn(Minim.STEREO, 512);    fft = new FFT(in.bufferSize(), in.sampleRate());  fft.logAverages(50, 2);  myspectrum = new float[ in.bufferSize() ];    //noFill();  //stroke(255,40);  fill(200, 40);}void draw(){  background(30);    fft.forward(in.mix);  for(int i= 0; i < in.bufferSize(); i++)    myspectrum[i] = fft.getBand(i);    features = drawSpectral(myspectrum);    fill(features[0] * 200 + features[1] * 200 + 100, 40);    float level = in.mix.level();  // lowpass filter to smooth out motion  level += lastlevel;  level *= 0.5;    if ( 10 * log (level) > -50 )     zr++;  translate( width/2 , height/2 );  rotateZ ( zr / 50 );  for ( int i = 0 ; i < 20 ; i++ )  {    rotateY( r / 300 );    rotateX( r / 500 );    translate(log(level)*i,0,0); // comment this line out for more standard shape    box(width/4 + 100 + ( 10 * log(level)) +i*3);  }    r++;  lastlevel = level;}void stop(){  in.close();  minim.stop();  super.stop();}void mouseClicked(){   saveFrame(); }</pre>	adamtindale	adamrtindale@gmail.com	_edit_last  => 1,_edit_lock  => 1285460992,_wp_old_slug  => ,
111	Day 26	September 26, 2010	post	Creative Pact 2010,		http://www.adamtindale.com/blog/creativepact2010/111/	I guess I am at it again. Today I was playing around with an idea for making a spectral centroid visual. I was thinking about FFT displays and I thought that having bars rise and fall isn't all that visually stimulating, though it is accurate for display. So, what I did was map spectral centroid to the location of a directional light in OPENGL and had it point to a line of boxes whose size modulates with the amplitude of the incoming signal. I also reversed the amplitude mapping so that loud sounds create small boxes. It makes for some nice motion.I also spent some time looking through the Processing.org bug list in reference to some glitchyness in OPENGL as implemented in Processing. There are varying reports about how to smooth out anti-aliasing and threading issues. It seems the best thing to do is to try out all solutions and see which one works for that particular patch. Although the simplest thing to do to avoid the anti-aliasing problem is to only draw vertical or horizontal lines, but who wants to do that?<a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0754.tif"><img class="alignnone size-full wp-image-112" title="screen-0754" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0754.tif" alt="" width="576" height="384" /></a><a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-1271.tif"><img class="alignnone size-full wp-image-113" title="screen-1271" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-1271.tif" alt="" width="576" height="384" /></a><hr><pre>import javax.media.opengl.*;import processing.opengl.*;import ddf.minim.*;import ddf.minim.analysis.*;Minim minim;AudioInput in;FFT fft;float r;float zr;float lastlevel;float[]  myspectrum;float[] features;void setup(){  size(720, 480, OPENGL);  //http://code.google.com/p/processing/issues/detail?id=217&q=opengl&colspec=Stars%20ID%20Type%20Status%20Priority%20Owner%20Summary  //http://code.google.com/p/processing/issues/detail?id=53&q=opengl&colspec=Stars%20ID%20Type%20Status%20Priority%20Owner%20Summary  //noSmooth();  hint( DISABLE_OPENGL_2X_SMOOTH );  hint( ENABLE_OPENGL_4X_SMOOTH );  //smooth();    minim = new Minim(this);  in = minim.getLineIn(Minim.STEREO, 512);    fft = new FFT(in.bufferSize(), in.sampleRate());  myspectrum = new float[ in.bufferSize() ];  fill(200, 40);  stroke(30,40);}void draw(){  background(30);  lights();  fft.forward(in.mix);  for(int i= 0; i < fft.specSize(); i++)    myspectrum[i] = fft.getBand(i);    //==============================  // SPECTRAL CENTROID  //==============================  float m1 = 0;  float m0 = 0;  for (int i = 0; i < myspectrum.length; i++){    m1 += i * myspectrum[i];    m0 += myspectrum[i];   }  float centroid = 0.5;  if (m0 != 0.0)  {    centroid = (m1 / m0) / (float) myspectrum.length ;    }  //==============================    float level = in.mix.level();  // lowpass filter to smooth out motion  level += lastlevel;  level *= 0.5;  translate( width/2 , height/2 );  rotateX ( zr++ / 50 );  // set range of centroid to -1 -> 1  directionalLight( 200,100,230, centroid * 2 -1 ,0,-1 );    float spacing = (float)width / fft.specSize() ;  float boxsize = 10;  for ( int i = 0 ; i < fft.specSize() ; i++ )  {     pushMatrix();    translate( (i * spacing) - (width/2) + boxsize - 10 ,0,0);    box(boxsize - 10*log(level) - 30);    popMatrix();  }    lastlevel = level;}void stop(){  in.close();  minim.stop();  super.stop();}void mouseClicked(){   saveFrame(); }</pre>	adamtindale	adamrtindale@gmail.com	_edit_last  => 1,_edit_lock  => 1285523991,_wp_old_slug  => ,
114	Day 27	September 27, 2010	post	Creative Pact 2010,		http://www.adamtindale.com/blog/creativepact2010/114/	Another day, another experiment. I tried to resurrect my Spectral Flatness code and I think it is a precision error in the geometric mean. I thought about scaling the FFT values but I will have to go back on the math for that to make sure I don't skew the values the wrong way. For now I have used the arithmetic mean of the spectrum to give me some numbers to play with.This sketch changes colour at different volumes, currently white for quiet and black for loud, and becomes more animated with noisier spectra (not really but close enough for now). I think I am getting close to something interesting. Maybe once I sleep on it tomorrow will show me the answer.<a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0214.tif"><img class="alignnone size-full wp-image-116" title="screen-0214" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0214.tif" alt="" width="576" height="384" /></a><a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0146.tif"><img class="alignnone size-full wp-image-117" title="screen-0146" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0146.tif" alt="" width="576" height="384" /></a><hr /><pre>import javax.media.opengl.*;import processing.opengl.*;import ddf.minim.*;import ddf.minim.analysis.*;Minim minim;AudioInput in;FFT fft;float lastlevel;float[]  myspectrum;float[] features;float spacing;void setup(){  size(720, 480, OPENGL);  hint( DISABLE_OPENGL_2X_SMOOTH );  smooth();    minim = new Minim(this);  in = minim.getLineIn(Minim.STEREO, 512);    fft = new FFT(in.bufferSize(), in.sampleRate());  fft.logAverages(50, 2);  myspectrum = new float[ in.bufferSize() ];  noFill();  strokeWeight(8);    spacing = (float) width / fft.avgSize();  }void draw(){  background(30);    fft.forward(in.mix);  float sum = 0;  for(int i= 0; i < in.bufferSize(); i++)  {    myspectrum[i] = fft.getBand(i);    sum += myspectrum[i];  }    //==============================  // SPECTRAL FLATNESS  // DOESN'T WORK -- geometric mean always evaluates to zero :(  //==============================  float flatness = 0;  double geometricMean = (double) myspectrum[0];  float arithmeticMean = sum;  for ( int i = 1; i < myspectrum.length; i++)  {        geometricMean *= (double) myspectrum[i];        if (myspectrum[i] == 0.0)        {          println("WARNING: ZERO DETECTED " +frameCount);          break; // might as well leave since this thing will evaluate to zero        }  }  geometricMean = Math.pow(geometricMean , (1.0f / myspectrum.length) );  arithmeticMean /=  myspectrum.length;  flatness = (float)geometricMean / arithmeticMean ;    //==============================    float level = in.mix.level();  // lowpass filter to smooth out motion  level += lastlevel;  level *= 0.5;  translate( width/2 , height/2 );  if (10 * log(level) > -50 )    stroke(0);  else    stroke ( 200, 40);  beginShape();  for ( int i = 0 ; i < fft.avgSize() ; i++ )     curveVertex( random(-spacing, spacing) * i, arithmeticMean * random(50,150) - 75 , random (0, -200) );  endShape();    lastlevel = level;}void stop(){  in.close();  minim.stop();  super.stop();}void mouseClicked(){   saveFrame(); }</pre>	adamtindale	adamrtindale@gmail.com	_edit_lock  => 1285613901,_edit_last  => 1,_wp_old_slug  => ,
118	Day 28	September 29, 2010	post	Creative Pact 2010,		http://www.adamtindale.com/blog/creativepact2010/118/	I am getting quite interested in developing some analysis tools for sound in Java. I am wanting to find the ratio of centre frequency to noise. Today I made a crude algorithm that looks for the peak frequency bin and then uses that in a ratio between spectral centroid. If the peak is off from the centroid then you can assume a distribution that is noisier (aka less pitched). The problems with this algorithm is that it is not normalized to volume and that a centroid of fftsize/2 is noise so if there is a peak at this place then you will get erroneous data. That will take me a little while to find a good solution around this but if was a fun thought experiment.Today's patch uses my peakiness measure to draw big bubbles across the screen. More noisy means more crazy drawing. It is actually responding in generally the right way and is kind of interesting to watch. I will definitely be expanding on this idea.Also today I left in some comments in the code for things that I tried and abandoned. You can see a bit more into my process with these.<a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0611.tif"><img class="alignnone size-full wp-image-119" title="screen-0611" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0611.tif" alt="" width="576" height="384" /></a><a href="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0969.tif"><img class="alignnone size-full wp-image-120" title="screen-0969" src="http://www.adamtindale.com/blog/wp-content/uploads/2010/09/screen-0969.tif" alt="" width="576" height="384" /></a><hr /><pre>import javax.media.opengl.*;import processing.opengl.*;import ddf.minim.*;import ddf.minim.analysis.*;Minim minim;AudioInput in;FFT fft;void setup(){  size(720, 480);  background ( 0 ) ;  smooth();    minim = new Minim(this);  in = minim.getLineIn(Minim.STEREO, 512);  fft = new FFT(in.bufferSize(), in.sampleRate());  fft.noAverages();}void draw(){  ///------------------------  // SPECTRAL PEAKINESS  ///------------------------  // made this up. not accurate but gives interesting data  fft.forward(in.mix);  float sum = fft.getBand(0);  int peak = 0;  float centroid = 0;    for( int i = 1 ; i < fft.specSize() ; i++)  {    sum += fft.getBand(i);    centroid += i * fft.getBand(i);    if ( fft.getBand(i) > fft.getBand(peak) )        peak = i;  }  centroid /= sum;  float peakiness = (float) peak / centroid;  ///------------------------    noStroke();  fill(0,6);  rect ( 0,0, width, height );    translate(width/2, height/2);  fill(200,60);  for ( int i = 0 ; i < 10 ; i++)  {     float circlesize = random(70,100);     //ellipse ( random(random(-200,-20), random(50,200)), random(random(-200,-20), random(50,200)) , circlesize, circlesize );    ellipse ( random(-width/2, width/2), random(random(-200,-20), random(50,200)) * peakiness, circlesize, circlesize );  }    //filter(BLUR, peakiness);}void stop(){  in.close();  minim.stop();  super.stop();}void mouseClicked(){   saveFrame(); }</pre>	adamtindale	adamrtindale@gmail.com	_edit_last  => 1,_edit_lock  => 1285729332,_wp_old_slug  => ,
